,Updated,Commercial Flow,Travellers Flow
200396,2014-04-04 13:10 EDT,0,0
200397,2014-04-04 12:03 EDT,0,0
200398,2014-04-04 11:00 EDT,0,0
200399,2014-04-04 09:58 EDT,0,0
200400,2014-04-04 09:09 EDT,0,0
200401,2014-04-04 08:06 EDT,0,0
200402,2014-04-04 07:13 EDT,0,0
200403,2014-04-04 07:12 EDT,0,0
200404,2014-04-04 06:54 EDT,0,0
200405,2014-04-04 06:53 EDT,0,0
200406,2014-04-04 06:53 EDT,0,0
200407,2014-04-04 06:53 EDT,0,0
200408,2014-04-04 06:53 EDT,0,0
200409,2014-04-04 06:53 EDT,0,0
200410,2014-04-04 05:08 EDT,0,0
200411,2014-04-04 05:08 EDT,0,0
200412,2014-04-04 05:08 EDT,0,0
200413,2014-04-04 05:08 EDT,0,0
200414,2014-04-04 01:05 EDT,0,0
200415,2014-04-04 01:05 EDT,0,0
200416,2014-04-04 01:05 EDT,0,0
200417,2014-04-04 01:05 EDT,0,0
200418,2014-04-04 01:05 EDT,0,0
200419,2014-04-04 01:05 EDT,0,0
200420,2014-04-04 01:04 EDT,0,0
200421,2014-04-04 01:04 EDT,0,0
200422,2014-04-04 01:04 EDT,0,0
200423,2014-04-04 01:04 EDT,0,0
200424,2014-04-04 01:04 EDT,0,0
200425,2014-04-04 01:04 EDT,0,0
200426,2014-04-04 01:04 EDT,0,0
200427,2014-04-04 01:04 EDT,0,0
200428,2014-04-04 01:04 EDT,0,0
200429,2014-04-04 01:04 EDT,0,0
200430,2014-04-04 01:04 EDT,0,0
200431,2014-04-04 01:04 EDT,0,0
200432,2014-04-04 01:04 EDT,0,0
200433,2014-04-04 01:03 EDT,0,0
200434,2014-04-04 01:03 EDT,0,0
200435,2014-04-04 01:03 EDT,0,0
200436,2014-04-04 01:03 EDT,0,0
200437,2014-04-04 01:03 EDT,0,0
200438,2014-04-04 01:03 EDT,0,0
200439,2014-04-04 01:03 EDT,0,0
200440,2014-04-04 01:03 EDT,0,0
200441,2014-04-04 01:03 EDT,0,0
200442,2014-04-04 01:03 EDT,0,0
200443,2014-04-04 01:03 EDT,0,0
200444,2014-04-04 01:03 EDT,0,0
200445,2014-04-04 01:03 EDT,0,0
200446,2014-04-04 01:03 EDT,0,0
200447,2014-04-04 01:03 EDT,0,0
200448,2014-04-04 01:03 EDT,0,0
200449,2014-04-04 01:03 EDT,0,0
200450,2014-04-04 01:03 EDT,0,0
200451,2014-04-04 01:03 EDT,0,0
200452,2014-04-03 14:03 EDT,0,0
200453,2014-04-03 13:09 EDT,0,0
200454,2014-04-03 12:14 EDT,0,0
200455,2014-04-03 12:00 EDT,0,0
200456,2014-04-03 10:59 EDT,0,0
200457,2014-04-03 10:00 EDT,0,0
200458,2014-04-03 09:01 EDT,0,0
200459,2014-04-03 08:00 EDT,0,0
200460,2014-04-03 08:00 EDT,0,0
200461,2014-04-03 08:00 EDT,0,0
200462,2014-04-03 08:00 EDT,0,0
200463,2014-04-03 08:00 EDT,0,0
200464,2014-04-03 08:00 EDT,0,0
200465,2014-04-03 08:00 EDT,0,0
200466,2014-04-03 08:00 EDT,0,0
200467,2014-04-03 08:00 EDT,0,0
200468,2014-04-02 23:02 EDT,0,0
200469,2014-04-02 22:20 EDT,0,0
200470,2014-04-02 22:20 EDT,0,0
200471,2014-04-02 21:00 EDT,0,0
200472,2014-04-02 20:00 EDT,0,0
200473,2014-04-02 19:06 EDT,0,0
200474,2014-04-02 18:02 EDT,0,0
200475,2014-04-02 17:26 EDT,0,0
200476,2014-04-02 17:26 EDT,0,0
200477,2014-04-02 16:06 EDT,0,0
200478,2014-04-02 15:02 EDT,0,0
200479,2014-04-02 13:57 EDT,0,10
